Palabra,Category,url_name,count,selected
geological,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,6,False
geological,vocabs,http://www.w3.org/2000/01/rdf-schema,6,False
geological,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,4,False
geological,vocabs,http://www.socrata.com/rdf/terms,3,False
geological,vocabs,http://www.w3.org/2004/02/skos/core,3,False
geological,vocabs,http://xmlns.com/foaf/0.1/,3,False
geological,vocabs,http://dbpedia.org/ontology/,2,False
geological,vocabs,http://purl.org/dc/terms/,2,False
geological,vocabs,http://resource.geolba.ac.at/PoolParty/schema/GBA/,2,False
geological,vocabs,http://www.w3.org/2000/10/swap/pim/usps,2,False
geological,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,6,False
geological,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,3,False
geological,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,3,False
geological,props,http://dbpedia.org/ontology/colourHexCode,2,False
geological,props,http://purl.org/dc/terms/contributor,2,False
geological,props,http://purl.org/dc/terms/created,2,False
geological,props,http://purl.org/dc/terms/creator,2,False
geological,props,http://purl.org/dc/terms/date,2,False
geological,props,http://purl.org/dc/terms/description,2,False
geological,props,http://purl.org/dc/terms/publisher,2,False
geological,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,3,False
geological,classes,http://www.w3.org/2004/02/skos/core#Concept,3,False
geological,classes,http://rdfs.org/ns/void#Dataset,1,False
geological,classes,http://rdfs.org/ns/void#TechnicalFeature,1,False
geological,classes,http://www.w3.org/2004/02/skos/core#Collection,1,False
geological,classes,http://www.w3.org/2004/02/skos/core#ConceptScheme,1,False
geological,classes,https://data.cityofchicago.org/resource/_2ivx-z93u,1,False
geologica,vocabs,http://www.socrata.com/rdf/terms,1,False
geologica,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
geologica,vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
geologica,props,http://www.socrata.com/rdf/terms#rowID,1,False
geologica,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
geologica,props,http://www.w3.org/2000/01/rdf-schema#member,1,False
geologica,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/attrezzature,1,False
geologica,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/cod_istat,1,False
geologica,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/comune,1,False
geologica,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/confronto,1,False
geologica,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_atto,1,False
geologica,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_burl,1,False
geologica,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_chiusura,1,False
geologica,classes,https://www.dati.lombardia.it/resource/ijqk-ahfp,1,False
geometricas,vocabs,http://datos.santander.es,1,False
geometricas,vocabs,http://purl.org/dc/elements/1.1/,1,False
geometricas,props,http://datos.santander.es#WKT,1,False
geometricas,props,http://datos.santander.es#Zona,1,False
geometricas,props,http://purl.org/dc/elements/1.1/identifier,1,False
geometricas,props,http://purl.org/dc/elements/1.1/modified,1,False
geographical,vocabs,http://www.w3.org/2000/01/rdf-schema,119,False
geographical,vocabs,http://www.socrata.com/rdf/terms,88,False
geographical,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,77,False
geographical,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,32,False
geographical,vocabs,http://purl.org/dc/terms/,27,False
geographical,vocabs,http://purl.org/dc/elements/1.1/,25,False
geographical,vocabs,http://www.w3.org/2004/02/skos/core,20,False
geographical,vocabs,http://www.w3.org/2006/vcard/ns,17,False
geographical,vocabs,http://www.bcn.cat/data/v8y/relations,16,False
geographical,vocabs,http://www.bcn.cat/data/v8y/xvcard,16,False
geographical,props,http://www.socrata.com/rdf/terms#rowID,88,False
geographical,props,http://www.w3.org/2000/01/rdf-schema#member,88,False
geographical,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,77,False
geographical,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,32,False
geographical,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,32,False
geographical,props,http://www.w3.org/2000/01/rdf-schema#label,29,False
geographical,props,http://purl.org/dc/terms/created,19,False
geographical,props,http://purl.org/dc/terms/title,19,False
geographical,props,http://purl.org/dc/terms/identifier,18,False
geographical,props,http://purl.org/dc/terms/isPartOf,18,False
geographical,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,37,False
geographical,classes,http://www.w3.org/2004/02/skos/core#Concept,18,False
geographical,classes,http://purl.org/dc/dcmitype/Image,16,False
geographical,classes,http://www.bcn.cat/data/asia/variables#v1,15,False
geographical,classes,http://www.bcn.cat/data/asia/variables#v22,15,False
geographical,classes,http://www.bcn.cat/data/asia/variables#v44,14,False
geographical,classes,http://www.bcn.cat/data/v8y/teltypes#HelpDesk,12,False
geographical,classes,http://www.bcn.cat/data/v8y/xvcard#Street,12,False
geographical,classes,http://www.w3.org/2006/vcard/ns#Address,12,False
geographical,classes,http://www.w3.org/2006/vcard/ns#Email,12,False
geo,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,2246,False
geo,vocabs,http://www.w3.org/2000/01/rdf-schema,2134,False
geo,vocabs,http://www.socrata.com/rdf/terms,2050,False
geo,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,2017,False
geo,vocabs,http://www.w3.org/2000/10/swap/pim/usps,1289,False
geo,vocabs,http://xmlns.com/foaf/0.1/,287,False
geo,vocabs,http://www.w3.org/2006/vcard/ns,130,False
geo,vocabs,http://purl.org/dc/terms/,101,False
geo,vocabs,http://data.press.net/ontology/stuff/,53,False
geo,vocabs,http://opendata.caceres.es/def/ontomunicipio,50,False
geo,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,2246,False
geo,props,http://www.socrata.com/rdf/terms#rowID,2050,False
geo,props,http://www.w3.org/2000/01/rdf-schema#member,2050,False
geo,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,2015,False
geo,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,2015,False
geo,props,http://www.w3.org/2000/10/swap/pim/usps#cityName,1289,False
geo,props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,1289,False
geo,props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,1289,False
geo,props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,1288,False
geo,props,http://xmlns.com/foaf/0.1/document,224,False
geo,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,2075,False
geo,classes,http://www.w3.org/2006/vcard/ns#VCard,113,False
geo,classes,http://www.w3.org/2006/vcard/ns#Fax,83,False
geo,classes,http://www.w3.org/2006/vcard/ns#Tel,70,False
geo,classes,http://www.w3.org/2006/vcard/ns#Work,60,False
geo,classes,http://data.press.net/ontology/asset/Image,48,False
geo,classes,http://www.w3.org/2004/02/skos/core#Concept,22,False
geo,classes,http://schema.org/PostalAddress,17,False
geo,classes,http://purl.org/dc/dcmitype/Image,15,False
geo,classes,http://www.bcn.cat/data/asia/variables#v22,15,False
geometrica,vocabs,http://datos.santander.es,1,False
geometrica,vocabs,http://purl.org/dc/elements/1.1/,1,False
geometrica,props,http://datos.santander.es#WKT,1,False
geometrica,props,http://datos.santander.es#Zona,1,False
geometrica,props,http://purl.org/dc/elements/1.1/identifier,1,False
geometrica,props,http://purl.org/dc/elements/1.1/modified,1,False
geografica,vocabs,http://purl.org/dc/terms/,7,False
geografica,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,7,False
geografica,vocabs,http://www.w3.org/2000/01/rdf-schema,5,False
geografica,vocabs,http://purl.org/dc/elements/1.1/,4,False
geografica,vocabs,http://www.w3.org/ns/dcat,4,False
geografica,vocabs,http://xmlns.com/foaf/0.1/,4,False
geografica,vocabs,http://www.socrata.com/rdf/terms,2,False
geografica,vocabs,http://www.w3.org/2006/time,2,False
geografica,vocabs,http://www.w3.org/2006/vcard/ns,2,False
geografica,vocabs,http://comsode.eu/ontology/,1,False
geografica,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,7,False
geografica,props,http://purl.org/dc/terms/spatial,6,False
geografica,props,http://purl.org/dc/terms/description,4,False
geografica,props,http://purl.org/dc/terms/license,4,False
geografica,props,http://purl.org/dc/terms/modified,4,False
geografica,props,http://purl.org/dc/terms/publisher,4,False
geografica,props,http://purl.org/dc/terms/title,4,False
geografica,props,http://www.w3.org/ns/dcat#distribution,4,False
geografica,props,http://xmlns.com/foaf/0.1/homepage,4,False
geografica,props,http://purl.org/dc/elements/1.1/language,3,False
geografica,classes,http://www.w3.org/ns/dcat#Dataset,4,False
geografica,classes,http://www.w3.org/ns/dcat#Distribution,4,False
geografica,classes,http://www.w3.org/ns/dcat#Catalog,3,False
geografica,classes,http://purl.org/dc/terms/Frequency,2,False
geografica,classes,http://purl.org/dc/terms/SizeOrDuration,2,False
geografica,classes,http://www.w3.org/2006/time#DurationDescription,2,False
geografica,classes,http://dati.gov.it/onto/dcatapit#Agent,1,False
geografica,classes,http://dati.gov.it/onto/dcatapit#Catalog,1,False
geografica,classes,http://dati.gov.it/onto/dcatapit#Dataset,1,False
geografica,classes,http://dati.gov.it/onto/dcatapit#Distribution,1,False
geoide,vocabs,http://www.socrata.com/rdf/terms,7,False
geoide,vocabs,http://www.w3.org/2000/01/rdf-schema,7,False
geoide,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,2,False
geoide,vocabs,http://www.w3.org/2000/10/swap/pim/usps,1,False
geoide,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,1,False
geoide,props,http://www.socrata.com/rdf/terms#rowID,7,False
geoide,props,http://www.w3.org/2000/01/rdf-schema#member,7,False
geoide,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,2,False
geoide,props,http://www.w3.org/2000/10/swap/pim/usps#cityName,1,False
geoide,props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,1,False
geoide,props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,1,False
geoide,props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,1,False
geoide,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,1,False
geoide,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,1,False
geoide,props,https://data.austintexas.gov/resource/_692b-xsit/asian_concentration,1,False
geoide,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,1,False
geoide,classes,https://data.austintexas.gov/resource/f4c7-5ivu,1,False
geologicas,vocabs,http://www.socrata.com/rdf/terms,1,False
geologicas,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
geologicas,vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
geologicas,props,http://www.socrata.com/rdf/terms#rowID,1,False
geologicas,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
geologicas,props,http://www.w3.org/2000/01/rdf-schema#member,1,False
geologicas,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/attrezzature,1,False
geologicas,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/cod_istat,1,False
geologicas,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/comune,1,False
geologicas,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/confronto,1,False
geologicas,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_atto,1,False
geologicas,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_burl,1,False
geologicas,props,https://www.dati.lombardia.it/resource/ijqk-ahfp/data_chiusura,1,False
geologicas,classes,https://www.dati.lombardia.it/resource/ijqk-ahfp,1,False
geometral,vocabs,http://www.socrata.com/rdf/terms,1,False
geometral,vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
geometral,props,http://www.socrata.com/rdf/terms#rowID,1,False
geometral,props,http://www.w3.org/2000/01/rdf-schema#member,1,False
geometral,props,https://data.transportation.gov/resource/_3trh-hz5x/bundlenumber,1,False
geometral,props,https://data.transportation.gov/resource/_3trh-hz5x/dialogid,1,False
geometral,props,https://data.transportation.gov/resource/_3trh-hz5x/map_crc,1,False
geometral,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int__approach_drivinglanes_lanenumber,1,False
geometral,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_drivinglanes_laneattributes,1,False
geometral,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_drivinglanes_nodelist,1,False
geometral,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_id,1,False
geometral,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_name,1,False
geotechnics,vocabs,http://www.socrata.com/rdf/terms,1,False
geotechnics,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
geotechnics,vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
geotechnics,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,1,False
geotechnics,props,http://www.socrata.com/rdf/terms#rowID,1,False
geotechnics,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
geotechnics,props,http://www.w3.org/2000/01/rdf-schema#member,1,False
geotechnics,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,1,False
geotechnics,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,1,False
geotechnics,props,https://data.cityofchicago.org/resource/aksk-kvfp/address,1,False
geotechnics,props,https://data.cityofchicago.org/resource/aksk-kvfp/community_area_name,1,False
geotechnics,props,https://data.cityofchicago.org/resource/aksk-kvfp/community_area_number,1,False
geotechnics,props,https://data.cityofchicago.org/resource/aksk-kvfp/date_of_acquisition,1,False
geotechnics,props,https://data.cityofchicago.org/resource/aksk-kvfp/date_of_disposition,1,False
geotechnics,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,1,False
geotechnics,classes,https://data.cityofchicago.org/resource/aksk-kvfp,1,False
geometricos,vocabs,http://www.socrata.com/rdf/terms,1,False
geometricos,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
geometricos,vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
geometricos,props,http://www.socrata.com/rdf/terms#rowID,1,False
geometricos,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
geometricos,props,http://www.w3.org/2000/01/rdf-schema#member,1,False
geometricos,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/codicepratica,1,False
geometricos,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/comune,1,False
geometricos,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/denominazionesito,1,False
geometricos,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/indirizzo,1,False
geometricos,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/x_gb,1,False
geometricos,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/x_wgs84,1,False
geometricos,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/y_gb,1,False
geometricos,classes,https://www.dati.lombardia.it/resource/rqwe-fk9d,1,False
geotechnical,vocabs,http://www.socrata.com/rdf/terms,1,False
geotechnical,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
geotechnical,vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
geotechnical,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,1,False
geotechnical,props,http://www.socrata.com/rdf/terms#rowID,1,False
geotechnical,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
geotechnical,props,http://www.w3.org/2000/01/rdf-schema#member,1,False
geotechnical,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,1,False
geotechnical,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,1,False
geotechnical,props,https://data.cityofchicago.org/resource/aksk-kvfp/address,1,False
geotechnical,props,https://data.cityofchicago.org/resource/aksk-kvfp/community_area_name,1,False
geotechnical,props,https://data.cityofchicago.org/resource/aksk-kvfp/community_area_number,1,False
geotechnical,props,https://data.cityofchicago.org/resource/aksk-kvfp/date_of_acquisition,1,False
geotechnical,props,https://data.cityofchicago.org/resource/aksk-kvfp/date_of_disposition,1,False
geotechnical,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,1,False
geotechnical,classes,https://data.cityofchicago.org/resource/aksk-kvfp,1,False
geoid,vocabs,http://www.socrata.com/rdf/terms,7,False
geoid,vocabs,http://www.w3.org/2000/01/rdf-schema,7,False
geoid,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,2,False
geoid,vocabs,http://www.w3.org/2000/10/swap/pim/usps,1,False
geoid,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,1,False
geoid,props,http://www.socrata.com/rdf/terms#rowID,7,False
geoid,props,http://www.w3.org/2000/01/rdf-schema#member,7,False
