Palabra,Category,url_name,count,selected
geoid,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,2,False
geoid,props,http://www.w3.org/2000/10/swap/pim/usps#cityName,1,False
geoid,props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,1,False
geoid,props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,1,False
geoid,props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,1,False
geoid,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,1,False
geoid,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,1,False
geoid,props,https://data.austintexas.gov/resource/_692b-xsit/asian_concentration,1,False
geoid,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,1,False
geoid,classes,https://data.austintexas.gov/resource/f4c7-5ivu,1,False
geographers,vocabs,http://www.w3.org/2000/01/rdf-schema,119,False
geographers,vocabs,http://www.socrata.com/rdf/terms,88,False
geographers,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,77,False
geographers,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,32,False
geographers,vocabs,http://purl.org/dc/terms/,27,False
geographers,vocabs,http://purl.org/dc/elements/1.1/,25,False
geographers,vocabs,http://www.w3.org/2004/02/skos/core,20,False
geographers,vocabs,http://www.w3.org/2006/vcard/ns,17,False
geographers,vocabs,http://www.bcn.cat/data/v8y/relations,16,False
geographers,vocabs,http://www.bcn.cat/data/v8y/xvcard,16,False
geographers,props,http://www.socrata.com/rdf/terms#rowID,88,False
geographers,props,http://www.w3.org/2000/01/rdf-schema#member,88,False
geographers,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,77,False
geographers,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,32,False
geographers,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,32,False
geographers,props,http://www.w3.org/2000/01/rdf-schema#label,29,False
geographers,props,http://purl.org/dc/terms/created,19,False
geographers,props,http://purl.org/dc/terms/title,19,False
geographers,props,http://purl.org/dc/terms/identifier,18,False
geographers,props,http://purl.org/dc/terms/isPartOf,18,False
geographers,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,37,False
geographers,classes,http://www.w3.org/2004/02/skos/core#Concept,18,False
geographers,classes,http://purl.org/dc/dcmitype/Image,16,False
geographers,classes,http://www.bcn.cat/data/asia/variables#v1,15,False
geographers,classes,http://www.bcn.cat/data/asia/variables#v22,15,False
geographers,classes,http://www.bcn.cat/data/asia/variables#v44,14,False
geographers,classes,http://www.bcn.cat/data/v8y/teltypes#HelpDesk,12,False
geographers,classes,http://www.bcn.cat/data/v8y/xvcard#Street,12,False
geographers,classes,http://www.w3.org/2006/vcard/ns#Address,12,False
geographers,classes,http://www.w3.org/2006/vcard/ns#Email,12,False
geograficas,vocabs,http://purl.org/dc/terms/,7,False
geograficas,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,7,False
geograficas,vocabs,http://www.w3.org/2000/01/rdf-schema,5,False
geograficas,vocabs,http://purl.org/dc/elements/1.1/,4,False
geograficas,vocabs,http://www.w3.org/ns/dcat,4,False
geograficas,vocabs,http://xmlns.com/foaf/0.1/,4,False
geograficas,vocabs,http://www.socrata.com/rdf/terms,2,False
geograficas,vocabs,http://www.w3.org/2006/time,2,False
geograficas,vocabs,http://www.w3.org/2006/vcard/ns,2,False
geograficas,vocabs,http://comsode.eu/ontology/,1,False
geograficas,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,7,False
geograficas,props,http://purl.org/dc/terms/spatial,6,False
geograficas,props,http://purl.org/dc/terms/description,4,False
geograficas,props,http://purl.org/dc/terms/license,4,False
geograficas,props,http://purl.org/dc/terms/modified,4,False
geograficas,props,http://purl.org/dc/terms/publisher,4,False
geograficas,props,http://purl.org/dc/terms/title,4,False
geograficas,props,http://www.w3.org/ns/dcat#distribution,4,False
geograficas,props,http://xmlns.com/foaf/0.1/homepage,4,False
geograficas,props,http://purl.org/dc/elements/1.1/language,3,False
geograficas,classes,http://www.w3.org/ns/dcat#Dataset,4,False
geograficas,classes,http://www.w3.org/ns/dcat#Distribution,4,False
geograficas,classes,http://www.w3.org/ns/dcat#Catalog,3,False
geograficas,classes,http://purl.org/dc/terms/Frequency,2,False
geograficas,classes,http://purl.org/dc/terms/SizeOrDuration,2,False
geograficas,classes,http://www.w3.org/2006/time#DurationDescription,2,False
geograficas,classes,http://dati.gov.it/onto/dcatapit#Agent,1,False
geograficas,classes,http://dati.gov.it/onto/dcatapit#Catalog,1,False
geograficas,classes,http://dati.gov.it/onto/dcatapit#Dataset,1,False
geograficas,classes,http://dati.gov.it/onto/dcatapit#Distribution,1,False
geothermal,vocabs,http://www.socrata.com/rdf/terms,9,False
geothermal,vocabs,http://www.w3.org/2000/01/rdf-schema,9,False
geothermal,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,5,False
geothermal,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,2,False
geothermal,vocabs,http://www.w3.org/2000/10/swap/pim/usps,1,False
geothermal,vocabs,http://xmlns.com/foaf/0.1/,1,False
geothermal,props,http://www.socrata.com/rdf/terms#rowID,9,False
geothermal,props,http://www.w3.org/2000/01/rdf-schema#member,9,False
geothermal,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,5,False
geothermal,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,2,False
geothermal,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,2,False
geothermal,props,http://www.w3.org/2000/10/swap/pim/usps#cityName,1,False
geothermal,props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,1,False
geothermal,props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,1,False
geothermal,props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,1,False
geothermal,props,http://xmlns.com/foaf/0.1/document,1,False
geothermal,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,2,False
geothermal,classes,https://data.cityofchicago.org/resource/z2qz-687z,1,False
geothermal,classes,https://data.hawaii.gov/resource/ezj8-myxp,1,False
geothermal,classes,https://data.maryland.gov/resource/mq84-njxq,1,False
geothermal,classes,https://data.ny.gov/resource/szye-wmt3,1,False
geometry,vocabs,http://www.w3.org/2000/01/rdf-schema,59,False
geometry,vocabs,http://www.socrata.com/rdf/terms,54,False
geometry,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,43,False
geometry,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,9,False
geometry,vocabs,http://www.w3.org/2000/10/swap/pim/usps,4,False
geometry,vocabs,http://opendata.caceres.es/def/ontomunicipio,3,False
geometry,vocabs,http://schema.org/,3,False
geometry,vocabs,http://www.w3.org/ns/locn,3,False
geometry,vocabs,http://business.data.gov.uk/companies/def/terms/,1,False
geometry,vocabs,http://data.ign.fr/def/geometrie,1,False
geometry,props,http://www.socrata.com/rdf/terms#rowID,54,False
geometry,props,http://www.w3.org/2000/01/rdf-schema#member,54,False
geometry,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,43,False
geometry,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,9,False
geometry,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,9,False
geometry,props,http://www.w3.org/2000/01/rdf-schema#label,5,False
geometry,props,http://www.w3.org/2000/10/swap/pim/usps#cityName,4,False
geometry,props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,4,False
geometry,props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,4,False
geometry,props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,4,False
geometry,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,9,False
geometry,classes,http://schema.org/GeoShape,3,False
geometry,classes,http://www.w3.org/2003/01/geo/wgs84_pos#Point,3,False
geometry,classes,http://opendata.caceres.es/def/ontomunicipio#Linea,2,False
geometry,classes,http://data.ign.fr/def/geometrie#MultiPolygon,1,False
geometry,classes,http://data.lof.com/def/tonto#Secteur,1,False
geometry,classes,http://environment.data.gov.uk/def/bathing-water/BathingWater,1,False
geometry,classes,http://environment.data.gov.uk/def/bathing-water/TransitionalBathingWater,1,False
geometry,classes,http://opendata.caceres.es/def/ontomunicipio#Barrio,1,False
geometry,classes,http://opendata.caceres.es/def/ontomunicipio#Camino,1,False
geography,vocabs,http://www.w3.org/2000/01/rdf-schema,30,False
geography,vocabs,http://www.socrata.com/rdf/terms,29,False
geography,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,20,False
geography,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,12,False
geography,vocabs,http://www.w3.org/2000/10/swap/pim/usps,4,False
geography,vocabs,http://xmlns.com/foaf/0.1/,3,False
geography,vocabs,http://www.w3.org/2002/07/owl,2,False
geography,vocabs,http://business.data.gov.uk/companies/def/terms/,1,False
geography,vocabs,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/,1,False
geography,vocabs,http://environment.data.gov.uk/def/bathing-water-profile/,1,False
geography,props,http://www.socrata.com/rdf/terms#rowID,29,False
geography,props,http://www.w3.org/2000/01/rdf-schema#member,29,False
geography,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,20,False
geography,props,http://www.w3.org/2003/01/geo/wgs84_pos#lat,12,False
geography,props,http://www.w3.org/2003/01/geo/wgs84_pos#long,12,False
geography,props,http://www.w3.org/2000/10/swap/pim/usps#cityName,2,False
geography,props,http://www.w3.org/2000/10/swap/pim/usps#deliveryAddress,2,False
geography,props,http://www.w3.org/2000/10/swap/pim/usps#stateAbbr,2,False
geography,props,http://www.w3.org/2000/10/swap/pim/usps#zipCode,2,False
geography,props,http://business.data.gov.uk/companies/def/terms/companyProfile,1,False
geography,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,11,False
geography,classes,http://environment.data.gov.uk/def/bathing-water/BathingWater,1,False
geography,classes,http://environment.data.gov.uk/def/bathing-water/TransitionalBathingWater,1,False
geography,classes,http://purl.org/linked-data/api/vocab#ItemEndpoint,1,False
geography,classes,http://purl.org/linked-data/api/vocab#Page,1,False
geography,classes,http://telegraphis.net/ontology/geography/geography#Code,1,False
geography,classes,http://telegraphis.net/ontology/measurement/code#Code,1,False
geography,classes,http://telegraphis.net/ontology/measurement/measurement#Measurement,1,False
geography,classes,http://telegraphis.net/ontology/money/money#Currency,1,False
geography,classes,http://www.geonames.org/ontology#Capital,1,False
geometrico,vocabs,http://www.socrata.com/rdf/terms,1,False
geometrico,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,1,False
geometrico,vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
geometrico,props,http://www.socrata.com/rdf/terms#rowID,1,False
geometrico,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,False
geometrico,props,http://www.w3.org/2000/01/rdf-schema#member,1,False
geometrico,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/codicepratica,1,False
geometrico,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/comune,1,False
geometrico,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/denominazionesito,1,False
geometrico,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/indirizzo,1,False
geometrico,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/x_gb,1,False
geometrico,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/x_wgs84,1,False
geometrico,props,https://www.dati.lombardia.it/resource/rqwe-fk9d/y_gb,1,False
geometrico,classes,https://www.dati.lombardia.it/resource/rqwe-fk9d,1,False
geometric,vocabs,http://www.socrata.com/rdf/terms,1,False
geometric,vocabs,http://www.w3.org/2000/01/rdf-schema,1,False
geometric,props,http://www.socrata.com/rdf/terms#rowID,1,False
geometric,props,http://www.w3.org/2000/01/rdf-schema#member,1,False
geometric,props,https://data.transportation.gov/resource/_3trh-hz5x/bundlenumber,1,False
geometric,props,https://data.transportation.gov/resource/_3trh-hz5x/dialogid,1,False
geometric,props,https://data.transportation.gov/resource/_3trh-hz5x/map_crc,1,False
geometric,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int__approach_drivinglanes_lanenumber,1,False
geometric,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_drivinglanes_laneattributes,1,False
geometric,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_drivinglanes_nodelist,1,False
geometric,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_id,1,False
geometric,props,https://data.transportation.gov/resource/_3trh-hz5x/map_int_approach_name,1,False
geograficos,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,4,False
geograficos,vocabs,http://purl.org/dc/terms/,3,False
geograficos,vocabs,http://www.w3.org/2000/01/rdf-schema,3,False
geograficos,vocabs,http://purl.org/dc/elements/1.1/,2,False
geograficos,vocabs,http://www.socrata.com/rdf/terms,2,False
geograficos,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,2,False
geograficos,vocabs,http://comsode.eu/ontology/,1,False
geograficos,vocabs,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/,1,False
geograficos,vocabs,http://datos.santander.es,1,False
geograficos,vocabs,http://datos.santander.es/def/callejero,1,False
geograficos,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,3,False
geograficos,props,http://purl.org/dc/elements/1.1/identifier,2,False
geograficos,props,http://purl.org/dc/elements/1.1/modified,2,False
geograficos,props,http://purl.org/dc/terms/spatial,2,False
geograficos,props,http://www.socrata.com/rdf/terms#rowID,2,False
geograficos,props,http://www.w3.org/2000/01/rdf-schema#member,2,False
geograficos,props,http://comsode.eu/ontology/dataset,1,False
geograficos,props,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/categoria,1,False
geograficos,props,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/data-pubblicazione-guce-guue,1,False
geograficos,props,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/regolamento-cee-ce-ue,1,False
geograficos,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,2,False
geograficos,classes,http://rdfs.org/ns/void#Dataset,1,False
geograficos,classes,http://w3id.org/food/ontology/disciplinare-upper/IndicazioneGeograficaProtetta,1,False
geograficos,classes,http://w3id.org/food/ontology/disciplinare-upper/Prodotto,1,False
geograficos,classes,http://w3id.org/food/ontology/disciplinare-upper/Tipologia,1,False
geograficos,classes,http://www.w3.org/ns/dcat#Dataset,1,False
geograficos,classes,http://www.w3.org/ns/dcat#Distribution,1,False
geograficos,classes,https://www.dati.lombardia.it/resource/evbm-xuia,1,False
geograficos,classes,https://www.dati.lombardia.it/resource/ue64-ev9q,1,False
geografico,vocabs,http://www.w3.org/1999/02/22-rdf-syntax-ns,4,False
geografico,vocabs,http://purl.org/dc/terms/,3,False
geografico,vocabs,http://www.w3.org/2000/01/rdf-schema,3,False
geografico,vocabs,http://purl.org/dc/elements/1.1/,2,False
geografico,vocabs,http://www.socrata.com/rdf/terms,2,False
geografico,vocabs,http://www.w3.org/2003/01/geo/wgs84_pos,2,False
geografico,vocabs,http://comsode.eu/ontology/,1,False
geografico,vocabs,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/,1,False
geografico,vocabs,http://datos.santander.es,1,False
geografico,vocabs,http://datos.santander.es/def/callejero,1,False
geografico,props,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,3,False
geografico,props,http://purl.org/dc/elements/1.1/identifier,2,False
geografico,props,http://purl.org/dc/elements/1.1/modified,2,False
geografico,props,http://purl.org/dc/terms/spatial,2,False
geografico,props,http://www.socrata.com/rdf/terms#rowID,2,False
geografico,props,http://www.w3.org/2000/01/rdf-schema#member,2,False
geografico,props,http://comsode.eu/ontology/dataset,1,False
geografico,props,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/categoria,1,False
geografico,props,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/data-pubblicazione-guce-guue,1,False
geografico,props,http://dati.umbria.it/ru/prodotti-agroalimentari-DOP-IGP/regolamento-cee-ce-ue,1,False
geografico,classes,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,2,False
geografico,classes,http://rdfs.org/ns/void#Dataset,1,False
geografico,classes,http://w3id.org/food/ontology/disciplinare-upper/IndicazioneGeograficaProtetta,1,False
geografico,classes,http://w3id.org/food/ontology/disciplinare-upper/Prodotto,1,False
geografico,classes,http://w3id.org/food/ontology/disciplinare-upper/Tipologia,1,False
geografico,classes,http://www.w3.org/ns/dcat#Dataset,1,False
geografico,classes,http://www.w3.org/ns/dcat#Distribution,1,False
geografico,classes,https://www.dati.lombardia.it/resource/evbm-xuia,1,False
geografico,classes,https://www.dati.lombardia.it/resource/ue64-ev9q,1,False
